Deal Name,Date,Investor,Measure,Amount
LOTUS II,2019-09-22,MSD,Estimated NAV,3293.6105
LOTUS II,2019-12-29,Oak Family,Estimated NAV,224623.0
LOTUS II,2019-12-29,Overwatch LLC,Estimated NAV,160374.0
LOTUS II,2019-12-29,Gates Capital,Estimated NAV,64084.0
LOTUS II,2019-12-29,Bill and Melinda Foundation,Estimated NAV,112311.316
LOTUS II,2019-12-29,Third Gen Partners,Estimated NAV,25600.3735
LOTUS II,2019-12-29,Gates Invest,Estimated NAV,449080.0
LOTUS II,2019-12-29,Gates Invest,Estimated NAV,449080.1003
LOTUS II,2019-12-29,Stowy Family,Estimated NAV,256499.2261
LOTUS II,2019-12-29,Jobs Capital,Estimated NAV,64084.0
LOTUS II,2019-12-29,Sapir LLC,Estimated NAV,38483.1421
LOTUS II,2019-12-29,Gibraltar Investments,Estimated NAV,230899.0
LOTUS II,2019-12-29,Oak Family,Estimated NAV,224622.632
LOTUS II,2019-12-29,Third Gen Partners,Estimated NAV,25600.0
LOTUS II,2019-12-29,Gates Capital,Estimated NAV,64083.5156
LOTUS II,2019-12-29,Sapir LLC,Estimated NAV,38483.0
LOTUS II,2019-12-29,Gibraltar Investments,Estimated NAV,230898.8526
LOTUS II,2019-12-29,Bill and Melinda Foundation,Estimated NAV,112311.0
LOTUS II,2019-12-29,Jobs Capital,Estimated NAV,64083.5156
LOTUS II,2019-12-29,Stowy Family,Estimated NAV,256499.0
LOTUS II,2019-12-29,MSD,Estimated NAV,25600.0
LOTUS II,2019-12-29,Overwatch LLC,Estimated NAV,160373.9527
LOTUS II,2019-12-29,MSD,Estimated NAV,25600.3735
LOTUS II,2020-03-08,Stowy Family,Estimated NAV,206399.7567
LOTUS II,2020-03-08,Bill and Melinda Foundation,Distribution,-21937.0
LOTUS II,2020-03-08,Stowy Family,Distribution,-50099.0
LOTUS II,2020-03-08,MSD,Distribution,-5000.0
LOTUS II,2020-03-08,Sapir LLC,Estimated NAV,30966.6087
LOTUS II,2020-03-08,Gates Invest,Distribution,-87715.0
LOTUS II,2020-03-08,Overwatch LLC,Estimated NAV,129049.6869
LOTUS II,2020-03-08,Gibraltar Investments,Distribution,-45099.0
LOTUS II,2020-03-08,Overwatch LLC,Distribution,-31324.0
LOTUS II,2020-03-08,Gates Capital,Distribution,-12517.0
LOTUS II,2020-03-08,Bill and Melinda Foundation,Estimated NAV,90374.652
LOTUS II,2020-03-08,Jobs Capital,Estimated NAV,51566.7132
LOTUS II,2020-03-08,Jobs Capital,Distribution,-12517.0
LOTUS II,2020-03-08,Oak Family,Estimated NAV,180749.304
LOTUS II,2020-03-08,Gates Capital,Estimated NAV,51566.7132
LOTUS II,2020-03-08,MSD,Estimated NAV,20600.1045
LOTUS II,2020-03-08,Gates Invest,Estimated NAV,361365.7041
LOTUS II,2020-03-08,Sapir LLC,Distribution,-7517.0
LOTUS II,2020-03-08,Gibraltar Investments,Estimated NAV,185799.6522
LOTUS II,2020-03-08,Third Gen Partners,Estimated NAV,20600.1045
LOTUS II,2020-03-08,Oak Family,Distribution,-43873.0
LOTUS II,2020-03-08,Third Gen Partners,Distribution,-5000.0
LOTUS II,2020-04-19,Stowy Family,Estimated NAV,327423.0
LOTUS II,2020-04-19,Gates Invest,Estimated NAV,485539.7151
LOTUS II,2020-04-19,MSD,Estimated NAV,27678.7995
LOTUS II,2020-04-19,Gibraltar Investments,Estimated NAV,249644.9142
LOTUS II,2020-04-19,Gates Capital,Estimated NAV,69286.2852
LOTUS II,2020-04-19,Jobs Capital,Estimated NAV,81803.0
LOTUS II,2020-04-19,Bill and Melinda Foundation,Estimated NAV,143366.0
LOTUS II,2020-04-19,Third Gen Partners,Estimated NAV,32679.0
LOTUS II,2020-04-19,Oak Family,Estimated NAV,242859.144
LOTUS II,2020-04-19,Sapir LLC,Estimated NAV,41607.4857
LOTUS II,2020-04-19,Oak Family,Estimated NAV,286732.0
LOTUS II,2020-04-19,Gibraltar Investments,Estimated NAV,294744.0
LOTUS II,2020-04-19,Sapir LLC,Estimated NAV,49124.0
LOTUS II,2020-04-19,Overwatch LLC,Estimated NAV,204719.0
LOTUS II,2020-04-19,Overwatch LLC,Estimated NAV,173394.2859
LOTUS II,2020-04-19,Stowy Family,Estimated NAV,277323.7137
LOTUS II,2020-04-19,Gates Invest,Estimated NAV,573255.0
LOTUS II,2020-04-19,Jobs Capital,Estimated NAV,69286.2852
LOTUS II,2020-04-19,Gates Capital,Estimated NAV,81803.0
LOTUS II,2020-04-19,Third Gen Partners,Estimated NAV,27678.7995
LOTUS II,2020-04-19,Bill and Melinda Foundation,Estimated NAV,121429.572
LOTUS II,2020-04-19,MSD,Estimated NAV,32679.0
LOTUS II,2020-07-01,Gates Invest,Estimated NAV,235074.9516
LOTUS II,2020-07-01,Overwatch LLC,Estimated NAV,83949.1644
LOTUS II,2020-07-01,MSD,Estimated NAV,13400.742
LOTUS II,2020-07-01,Gibraltar Investments,Estimated NAV,120866.0
LOTUS II,2020-07-01,Oak Family,Estimated NAV,117580.704
LOTUS II,2020-07-01,Stowy Family,Estimated NAV,134266.7892
LOTUS II,2020-07-01,Gates Invest,Estimated NAV,235075.0
LOTUS II,2020-07-01,Stowy Family,Estimated NAV,134267.0
LOTUS II,2020-07-01,Third Gen Partners,Estimated NAV,13400.742
LOTUS II,2020-07-01,Bill and Melinda Foundation,Estimated NAV,58790.352
LOTUS II,2020-07-01,Bill and Melinda Foundation,Estimated NAV,58790.0
LOTUS II,2020-07-01,Sapir LLC,Estimated NAV,20144.3412
LOTUS II,2020-07-01,Oak Family,Estimated NAV,117581.0
LOTUS II,2020-07-01,Jobs Capital,Estimated NAV,33545.0
LOTUS II,2020-07-01,Gates Capital,Estimated NAV,33545.0
LOTUS II,2020-07-01,MSD,Estimated NAV,13401.0
LOTUS II,2020-07-01,Sapir LLC,Estimated NAV,20144.0
LOTUS II,2020-07-01,Overwatch LLC,Estimated NAV,83949.0
LOTUS II,2020-07-01,Gates Capital,Estimated NAV,33545.0832
LOTUS II,2020-07-01,Gibraltar Investments,Estimated NAV,120866.0472
LOTUS II,2020-07-01,Third Gen Partners,Estimated NAV,13401.0
LOTUS II,2020-07-01,Jobs Capital,Estimated NAV,33545.0832
LOTUS II,2020-08-13,Jobs Capital,Capital Call,49597.0
LOTUS II,2020-08-13,Gates Capital,Capital Call,49597.0
LOTUS II,2020-08-13,Overwatch LLC,Estimated NAV,208069.8611
LOTUS II,2020-08-13,MSD,Estimated NAV,33214.0355
LOTUS II,2020-08-13,Oak Family,Estimated NAV,291426.376
LOTUS II,2020-08-13,Bill and Melinda Foundation,Capital Call,86923.0
LOTUS II,2020-08-13,Third Gen Partners,Estimated NAV,33214.0355
LOTUS II,2020-08-13,Overwatch LLC,Capital Call,124121.0
LOTUS II,2020-08-13,Gates Invest,Capital Call,347564.0
LOTUS II,2020-08-13,Stowy Family,Estimated NAV,332783.2073
LOTUS II,2020-08-13,Gibraltar Investments,Estimated NAV,299569.1718
LOTUS II,2020-08-13,Third Gen Partners,Capital Call,19813.0
LOTUS II,2020-08-13,Gibraltar Investments,Capital Call,178703.0
LOTUS II,2020-08-13,Jobs Capital,Estimated NAV,83142.2308
LOTUS II,2020-08-13,Sapir LLC,Estimated NAV,49928.1953
LOTUS II,2020-08-13,Oak Family,Capital Call,173846.0
LOTUS II,2020-08-13,Gates Capital,Estimated NAV,83142.2308
LOTUS II,2020-08-13,Gates Invest,Estimated NAV,582638.4679
LOTUS II,2020-08-13,MSD,Capital Call,19813.0
LOTUS II,2020-08-13,Sapir LLC,Capital Call,29784.0
LOTUS II,2020-08-13,Stowy Family,Capital Call,198516.0
LOTUS II,2020-08-13,Bill and Melinda Foundation,Estimated NAV,145713.188
LOTUS II,2020-09-18,Jobs Capital,Estimated NAV,193989.718
LOTUS II,2020-09-18,Oak Family,Capital Call,388538.0
LOTUS II,2020-09-18,Gibraltar Investments,Capital Call,399394.0
LOTUS II,2020-09-18,MSD,Estimated NAV,77495.8925
LOTUS II,2020-09-18,Jobs Capital,Capital Call,110847.0
LOTUS II,2020-09-18,Bill and Melinda Foundation,Estimated NAV,339981.98
LOTUS II,2020-09-18,Stowy Family,Capital Call,443676.0
LOTUS II,2020-09-18,Sapir LLC,Estimated NAV,116493.8255
LOTUS II,2020-09-18,Gates Capital,Estimated NAV,193989.718
LOTUS II,2020-09-18,Gates Invest,Estimated NAV,1359427.9465
LOTUS II,2020-09-18,MSD,Capital Call,44282.0
LOTUS II,2020-09-18,Gates Invest,Capital Call,776789.0
LOTUS II,2020-09-18,Oak Family,Estimated NAV,679963.96
LOTUS II,2020-09-18,Gates Capital,Capital Call,110847.0
LOTUS II,2020-09-18,Gibraltar Investments,Estimated NAV,698962.953
LOTUS II,2020-09-18,Sapir LLC,Capital Call,66566.0
LOTUS II,2020-09-18,Overwatch LLC,Estimated NAV,485474.2685
LOTUS II,2020-09-18,Bill and Melinda Foundation,Capital Call,194269.0
LOTUS II,2020-09-18,Third Gen Partners,Capital Call,44282.0
LOTUS II,2020-09-18,Stowy Family,Estimated NAV,776458.8455
LOTUS II,2020-09-18,Overwatch LLC,Capital Call,277404.0
LOTUS II,2020-09-18,Third Gen Partners,Estimated NAV,77495.8925
LOTUS II,2020-09-29,Overwatch LLC,Estimated NAV,123097.0
LOTUS II,2020-09-29,Sapir LLC,Estimated NAV,125887.7564
LOTUS II,2020-09-29,Gates Capital,Estimated NAV,209632.8304
LOTUS II,2020-09-29,Stowy Family,Estimated NAV,839071.6124
LOTUS II,2020-09-29,Bill and Melinda Foundation,Estimated NAV,367397.744
LOTUS II,2020-09-29,Sapir LLC,Estimated NAV,29538.0
LOTUS II,2020-09-29,Bill and Melinda Foundation,Estimated NAV,86206.0
LOTUS II,2020-09-29,Jobs Capital,Estimated NAV,209632.8304
LOTUS II,2020-09-29,Gibraltar Investments,Estimated NAV,755326.5384
LOTUS II,2020-09-29,MSD,Estimated NAV,83745.074
LOTUS II,2020-09-29,Overwatch LLC,Estimated NAV,524622.3668
LOTUS II,2020-09-29,Stowy Family,Estimated NAV,196880.0
LOTUS II,2020-09-29,Third Gen Partners,Estimated NAV,83745.074
LOTUS II,2020-09-29,Gates Invest,Estimated NAV,1469050.6852
LOTUS II,2020-09-29,Oak Family,Estimated NAV,172412.0
LOTUS II,2020-09-29,Oak Family,Estimated NAV,734795.488
LOTUS II,2020-09-29,MSD,Estimated NAV,19650.0
LOTUS II,2020-09-29,Gates Capital,Estimated NAV,49188.0
LOTUS II,2020-09-29,Gibraltar Investments,Estimated NAV,177230.0
LOTUS II,2020-09-29,Gates Invest,Estimated NAV,344698.0
LOTUS II,2020-09-29,Third Gen Partners,Estimated NAV,19650.0
LOTUS II,2020-09-29,Jobs Capital,Estimated NAV,49188.0
LOTUS II,2020-11-06,Bill and Melinda Foundation,Capital Call,93897.0
LOTUS II,2020-11-06,MSD,Capital Call,21403.0
LOTUS II,2020-11-06,Gibraltar Investments,Capital Call,193043.0
LOTUS II,2020-11-06,Gates Invest,Capital Call,375453.0
LOTUS II,2020-11-06,Gates Capital,Estimated NAV,263209.7328
LOTUS II,2020-11-06,Stowy Family,Estimated NAV,1053517.3068
LOTUS II,2020-11-06,Bill and Melinda Foundation,Estimated NAV,461295.408
LOTUS II,2020-11-06,Oak Family,Capital Call,187795.0
LOTUS II,2020-11-06,Overwatch LLC,Estimated NAV,658702.7076
LOTUS II,2020-11-06,Jobs Capital,Estimated NAV,263209.7328
LOTUS II,2020-11-06,Gibraltar Investments,Estimated NAV,948369.0888
LOTUS II,2020-11-06,MSD,Estimated NAV,105148.218
LOTUS II,2020-11-06,Third Gen Partners,Capital Call,21403.0
LOTUS II,2020-11-06,Oak Family,Estimated NAV,922590.816
LOTUS II,2020-11-06,Third Gen Partners,Estimated NAV,105148.218
LOTUS II,2020-11-06,Gates Invest,Estimated NAV,1844503.2564
LOTUS II,2020-11-06,Gates Capital,Capital Call,53577.0
LOTUS II,2020-11-06,Overwatch LLC,Capital Call,134080.0
LOTUS II,2020-11-06,Sapir LLC,Estimated NAV,158061.5148
LOTUS II,2020-11-06,Jobs Capital,Capital Call,53577.0
LOTUS II,2020-11-06,Stowy Family,Capital Call,214446.0
LOTUS II,2020-11-06,Sapir LLC,Capital Call,32174.0
LOTUS II,2020-11-27,Gibraltar Investments,Estimated NAV,1501915.7166
LOTUS II,2020-11-27,Third Gen Partners,Capital Call,61373.0
LOTUS II,2020-11-27,Bill and Melinda Foundation,Estimated NAV,730545.556
LOTUS II,2020-11-27,Jobs Capital,Estimated NAV,416840.6996
LOTUS II,2020-11-27,Gates Invest,Capital Call,1076605.0
LOTUS II,2020-11-27,Oak Family,Estimated NAV,1461091.112
LOTUS II,2020-11-27,Gates Capital,Estimated NAV,416840.6996
LOTUS II,2020-11-27,Oak Family,Capital Call,538500.0
LOTUS II,2020-11-27,MSD,Estimated NAV,166521.4135
LOTUS II,2020-11-27,Stowy Family,Estimated NAV,1668437.1301
LOTUS II,2020-11-27,Gates Invest,Estimated NAV,2921107.8923
LOTUS II,2020-11-27,Sapir LLC,Estimated NAV,250319.2861
LOTUS II,2020-11-27,Gibraltar Investments,Capital Call,553547.0
LOTUS II,2020-11-27,Bill and Melinda Foundation,Capital Call,269250.0
LOTUS II,2020-11-27,Gates Capital,Capital Call,153631.0
LOTUS II,2020-11-27,Overwatch LLC,Capital Call,384473.0
LOTUS II,2020-11-27,Sapir LLC,Capital Call,92258.0
LOTUS II,2020-11-27,Overwatch LLC,Estimated NAV,1043176.0807
LOTUS II,2020-11-27,Stowy Family,Capital Call,614920.0
LOTUS II,2020-11-27,Third Gen Partners,Estimated NAV,166521.4135
LOTUS II,2020-11-27,Jobs Capital,Capital Call,153631.0
LOTUS II,2020-11-27,MSD,Capital Call,61373.0
LOTUS II,2020-12-09,Third Gen Partners,Estimated NAV,199664.056
LOTUS II,2020-12-09,Oak Family,Estimated NAV,1751891.072
LOTUS II,2020-12-09,Gates Capital,Capital Call,82964.0
LOTUS II,2020-12-09,Oak Family,Capital Call,290800.0
LOTUS II,2020-12-09,Stowy Family,Capital Call,332068.0
LOTUS II,2020-12-09,Gibraltar Investments,Estimated NAV,1800840.9696
LOTUS II,2020-12-09,Bill and Melinda Foundation,Estimated NAV,875945.536
LOTUS II,2020-12-09,Third Gen Partners,Capital Call,33143.0
LOTUS II,2020-12-09,Sapir LLC,Capital Call,49821.0
LOTUS II,2020-12-09,Stowy Family,Estimated NAV,2000505.0256
LOTUS II,2020-12-09,Gibraltar Investments,Capital Call,298925.0
LOTUS II,2020-12-09,Gates Capital,Estimated NAV,499804.2176
LOTUS II,2020-12-09,Sapir LLC,Estimated NAV,300140.1616
LOTUS II,2020-12-09,Overwatch LLC,Estimated NAV,1250798.6992
LOTUS II,2020-12-09,Gates Invest,Estimated NAV,3502493.9888
LOTUS II,2020-12-09,Jobs Capital,Estimated NAV,499804.2176
LOTUS II,2020-12-09,Overwatch LLC,Capital Call,207623.0
LOTUS II,2020-12-09,Jobs Capital,Capital Call,82964.0
LOTUS II,2020-12-09,Bill and Melinda Foundation,Capital Call,145400.0
LOTUS II,2020-12-09,Gates Invest,Capital Call,581384.0
LOTUS II,2020-12-09,MSD,Capital Call,33143.0
LOTUS II,2020-12-09,MSD,Estimated NAV,199664.056
LOTUS II,2020-12-24,Oak Family,Estimated NAV,932929.0
LOTUS II,2020-12-24,MSD,Estimated NAV,222245.448
LOTUS II,2020-12-24,Bill and Melinda Foundation,Estimated NAV,975012.288
LOTUS II,2020-12-24,Bill and Melinda Foundation,Estimated NAV,466464.0
LOTUS II,2020-12-24,Third Gen Partners,Estimated NAV,222245.448
LOTUS II,2020-12-24,Gibraltar Investments,Estimated NAV,2004510.5568
LOTUS II,2020-12-24,Overwatch LLC,Estimated NAV,666084.0
LOTUS II,2020-12-24,MSD,Estimated NAV,106326.0
LOTUS II,2020-12-24,Third Gen Partners,Estimated NAV,106326.0
LOTUS II,2020-12-24,Gates Capital,Estimated NAV,556330.5408
LOTUS II,2020-12-24,Jobs Capital,Estimated NAV,266159.0
LOTUS II,2020-12-24,Oak Family,Estimated NAV,1950024.576
LOTUS II,2020-12-24,Stowy Family,Estimated NAV,1065323.0
LOTUS II,2020-12-24,Sapir LLC,Estimated NAV,334085.0928
LOTUS II,2020-12-24,Overwatch LLC,Estimated NAV,1392260.1936
LOTUS II,2020-12-24,Sapir LLC,Estimated NAV,159833.0
LOTUS II,2020-12-24,Gates Invest,Estimated NAV,3898615.3104
LOTUS II,2020-12-24,Stowy Family,Estimated NAV,2226756.0048
LOTUS II,2020-12-24,Gates Invest,Estimated NAV,1865173.0
LOTUS II,2020-12-24,Gibraltar Investments,Estimated NAV,958996.0
LOTUS II,2020-12-24,Jobs Capital,Estimated NAV,556330.5408
LOTUS II,2020-12-24,Gates Capital,Estimated NAV,266159.0
LOTUS II,2021-03-05,MSD,Estimated NAV,296256.5065
LOTUS II,2021-03-05,Third Gen Partners,Estimated NAV,296256.5065
LOTUS II,2021-03-05,Stowy Family,Estimated NAV,2968299.0619
LOTUS II,2021-03-05,Sapir LLC,Capital Call,111255.0
LOTUS II,2021-03-05,Stowy Family,Capital Call,741543.0
LOTUS II,2021-03-05,Overwatch LLC,Capital Call,463643.0
LOTUS II,2021-03-05,Gates Invest,Capital Call,1298299.0
LOTUS II,2021-03-05,Gibraltar Investments,Capital Call,667532.0
LOTUS II,2021-03-05,Jobs Capital,Capital Call,185266.0
LOTUS II,2021-03-05,Jobs Capital,Estimated NAV,741596.9324
LOTUS II,2021-03-05,Oak Family,Capital Call,649387.0
LOTUS II,2021-03-05,Gates Invest,Estimated NAV,5196912.5237
LOTUS II,2021-03-05,MSD,Capital Call,74011.0
LOTUS II,2021-03-05,Sapir LLC,Estimated NAV,445340.4259
LOTUS II,2021-03-05,Gates Capital,Estimated NAV,741596.9324
LOTUS II,2021-03-05,Bill and Melinda Foundation,Estimated NAV,1299705.964
LOTUS II,2021-03-05,Bill and Melinda Foundation,Capital Call,324694.0
LOTUS II,2021-03-05,Overwatch LLC,Estimated NAV,1855903.6633
LOTUS II,2021-03-05,Oak Family,Estimated NAV,2599411.928
LOTUS II,2021-03-05,Gibraltar Investments,Estimated NAV,2672042.5554
LOTUS II,2021-03-05,Third Gen Partners,Capital Call,74011.0
LOTUS II,2021-03-05,Gates Capital,Capital Call,185266.0
LOTUS II,2021-03-26,Gibraltar Investments,Estimated NAV,3322960.4424
LOTUS II,2021-03-26,Stowy Family,Capital Call,723087.0
LOTUS II,2021-03-26,Jobs Capital,Estimated NAV,922252.2544
LOTUS II,2021-03-26,Third Gen Partners,Estimated NAV,368425.514
LOTUS II,2021-03-26,Gates Capital,Estimated NAV,922252.2544
LOTUS II,2021-03-26,Sapir LLC,Estimated NAV,553826.7404
LOTUS II,2021-03-26,Oak Family,Estimated NAV,3232636.768
LOTUS II,2021-03-26,Oak Family,Capital Call,633225.0
LOTUS II,2021-03-26,Overwatch LLC,Capital Call,452104.0
LOTUS II,2021-03-26,Jobs Capital,Capital Call,180655.0
LOTUS II,2021-03-26,Gates Capital,Capital Call,180655.0
LOTUS II,2021-03-26,Third Gen Partners,Capital Call,72169.0
LOTUS II,2021-03-26,Overwatch LLC,Estimated NAV,2308007.5748
LOTUS II,2021-03-26,MSD,Estimated NAV,368425.514
LOTUS II,2021-03-26,Bill and Melinda Foundation,Capital Call,316612.0
LOTUS II,2021-03-26,Stowy Family,Estimated NAV,3691385.9564
LOTUS II,2021-03-26,Sapir LLC,Capital Call,108486.0
LOTUS II,2021-03-26,Gates Invest,Capital Call,1265985.0
LOTUS II,2021-03-26,MSD,Capital Call,72169.0
LOTUS II,2021-03-26,Bill and Melinda Foundation,Estimated NAV,1616318.384
LOTUS II,2021-03-26,Gibraltar Investments,Capital Call,650918.0
LOTUS II,2021-03-26,Gates Invest,Estimated NAV,6462896.5972
LOTUS II,2021-03-31,Gates Capital,Estimated NAV,1108765.7944
LOTUS II,2021-03-31,Overwatch LLC,Estimated NAV,0.0
LOTUS II,2021-03-31,Third Gen Partners,Estimated NAV,296755.0
LOTUS II,2021-03-31,Stowy Family,Estimated NAV,2973291.0
LOTUS II,2021-03-31,Jobs Capital,Estimated NAV,1108765.7944
LOTUS II,2021-03-31,Oak Family,Estimated NAV,2603783.0
LOTUS II,2021-03-31,Oak Family,Estimated NAV,3886395.568
LOTUS II,2021-03-31,Jobs Capital,Estimated NAV,742844.0
LOTUS II,2021-03-31,Bill and Melinda Foundation,Estimated NAV,1943197.784
LOTUS II,2021-03-31,MSD,Estimated NAV,442934.789
LOTUS II,2021-03-31,Stowy Family,Estimated NAV,4437920.8214
LOTUS II,2021-03-31,Gibraltar Investments,Estimated NAV,2676536.0
LOTUS II,2021-03-31,Bill and Melinda Foundation,Estimated NAV,1301892.0
LOTUS II,2021-03-31,Gates Invest,Estimated NAV,5205652.0
LOTUS II,2021-03-31,MSD,Estimated NAV,296755.0
LOTUS II,2021-03-31,Sapir LLC,Estimated NAV,665831.0054
LOTUS II,2021-03-31,Gates Capital,Estimated NAV,742844.0
LOTUS II,2021-03-31,Sapir LLC,Estimated NAV,446089.0
LOTUS II,2021-03-31,Overwatch LLC,Estimated NAV,1859025.0
LOTUS II,2021-03-31,Gates Invest,Estimated NAV,7769933.4922
LOTUS II,2021-03-31,Gibraltar Investments,Estimated NAV,3994986.0324
LOTUS II,2021-03-31,Third Gen Partners,Estimated NAV,442934.789
LOTUS II,2021-05-25,Sapir LLC,Estimated NAV,713027.2757
LOTUS II,2021-05-25,Gates Capital,Capital Call,78593.0
LOTUS II,2021-05-25,Gates Invest,Estimated NAV,8320691.6851
LOTUS II,2021-05-25,Overwatch LLC,Capital Call,196685.0
LOTUS II,2021-05-25,Stowy Family,Estimated NAV,4752495.1037
LOTUS II,2021-05-25,MSD,Estimated NAV,474331.4495
LOTUS II,2021-05-25,Gibraltar Investments,Capital Call,283178.0
LOTUS II,2021-05-25,Stowy Family,Capital Call,314574.0
LOTUS II,2021-05-25,Bill and Melinda Foundation,Estimated NAV,2080937.972
LOTUS II,2021-05-25,Bill and Melinda Foundation,Capital Call,137740.0
LOTUS II,2021-05-25,Jobs Capital,Capital Call,78593.0
LOTUS II,2021-05-25,Jobs Capital,Estimated NAV,1187358.7252
LOTUS II,2021-05-25,Overwatch LLC,Estimated NAV,2971457.0159
LOTUS II,2021-05-25,Third Gen Partners,Estimated NAV,474331.4495
LOTUS II,2021-05-25,Oak Family,Capital Call,275480.0
LOTUS II,2021-05-25,MSD,Capital Call,31397.0
LOTUS II,2021-05-25,Oak Family,Estimated NAV,4161875.944
LOTUS II,2021-05-25,Gates Capital,Estimated NAV,1187358.7252
LOTUS II,2021-05-25,Sapir LLC,Capital Call,47196.0
LOTUS II,2021-05-25,Third Gen Partners,Capital Call,31397.0
LOTUS II,2021-05-25,Gates Invest,Capital Call,550758.0
LOTUS II,2021-05-25,Gibraltar Investments,Estimated NAV,4278163.6542
LOTUS II,2021-06-29,MSD,Estimated NAV,513985.611
LOTUS II,2021-06-29,Sapir LLC,Estimated NAV,772636.4346
LOTUS II,2021-06-29,Gibraltar Investments,Estimated NAV,4352641.0
LOTUS II,2021-06-29,Jobs Capital,Estimated NAV,1286622.0456
LOTUS II,2021-06-29,Overwatch LLC,Estimated NAV,3219871.1502
LOTUS II,2021-06-29,Oak Family,Estimated NAV,4234329.0
LOTUS II,2021-06-29,Bill and Melinda Foundation,Estimated NAV,2117164.0
LOTUS II,2021-06-29,Sapir LLC,Estimated NAV,725440.0
LOTUS II,2021-06-29,Third Gen Partners,Estimated NAV,482589.0
LOTUS II,2021-06-29,Third Gen Partners,Estimated NAV,513985.611
LOTUS II,2021-06-29,Overwatch LLC,Estimated NAV,3023186.0
LOTUS II,2021-06-29,Gates Capital,Estimated NAV,1286622.0456
LOTUS II,2021-06-29,Bill and Melinda Foundation,Estimated NAV,2254904.616
LOTUS II,2021-06-29,Gates Capital,Estimated NAV,1208029.0
LOTUS II,2021-06-29,Jobs Capital,Estimated NAV,1208029.0
LOTUS II,2021-06-29,Gates Invest,Estimated NAV,9016302.4278
LOTUS II,2021-06-29,Stowy Family,Estimated NAV,4835230.0
LOTUS II,2021-06-29,Gibraltar Investments,Estimated NAV,4635818.6076
LOTUS II,2021-06-29,Stowy Family,Estimated NAV,5149804.2186
LOTUS II,2021-06-29,Oak Family,Estimated NAV,4509809.232
LOTUS II,2021-06-29,MSD,Estimated NAV,482589.0
LOTUS II,2021-06-29,Gates Invest,Estimated NAV,8465545.0
LOTUS II,2021-08-18,MSD,Distribution,-11563.0
LOTUS II,2021-08-18,Sapir LLC,Distribution,-17382.0
LOTUS II,2021-08-18,Stowy Family,Estimated NAV,5033949.1762
LOTUS II,2021-08-18,Sapir LLC,Estimated NAV,755254.4482
LOTUS II,2021-08-18,Gibraltar Investments,Estimated NAV,4531526.6892
LOTUS II,2021-08-18,Third Gen Partners,Distribution,-11563.0
LOTUS II,2021-08-18,Jobs Capital,Estimated NAV,1257676.9352
LOTUS II,2021-08-18,Third Gen Partners,Estimated NAV,502422.487
LOTUS II,2021-08-18,Gates Invest,Estimated NAV,8813462.8526
LOTUS II,2021-08-18,Oak Family,Estimated NAV,4408352.144
LOTUS II,2021-08-18,Bill and Melinda Foundation,Distribution,-50729.0
LOTUS II,2021-08-18,Gates Capital,Distribution,-28945.0
LOTUS II,2021-08-18,MSD,Estimated NAV,502422.487
LOTUS II,2021-08-18,Stowy Family,Distribution,-115855.0
LOTUS II,2021-08-18,Gibraltar Investments,Distribution,-104292.0
LOTUS II,2021-08-18,Gates Invest,Distribution,-202840.0
LOTUS II,2021-08-18,Bill and Melinda Foundation,Estimated NAV,2204176.072
LOTUS II,2021-08-18,Gates Capital,Estimated NAV,1257676.9352
LOTUS II,2021-08-18,Jobs Capital,Distribution,-28945.0
LOTUS II,2021-08-18,Oak Family,Distribution,-101457.0
LOTUS II,2021-08-18,Overwatch LLC,Distribution,-72437.0
LOTUS II,2021-08-18,Overwatch LLC,Estimated NAV,3147433.7734
LOTUS II,2021-09-12,Jobs Capital,Estimated NAV,1238617.1336
LOTUS II,2021-09-12,Gates Capital,Chargeback Capital Call,-19060.0
LOTUS II,2021-09-12,Third Gen Partners,Estimated NAV,494808.391
LOTUS II,2021-09-12,Bill and Melinda Foundation,Estimated NAV,2170772.296
LOTUS II,2021-09-12,Bill and Melinda Foundation,Chargeback Capital Call,-33404.0
LOTUS II,2021-09-12,Sapir LLC,Chargeback Capital Call,-11446.0
LOTUS II,2021-09-12,Overwatch LLC,Estimated NAV,3099735.1462
LOTUS II,2021-09-12,Third Gen Partners,Chargeback Capital Call,-7614.0
LOTUS II,2021-09-12,MSD,Chargeback Capital Call,-7614.0
LOTUS II,2021-09-12,Gates Invest,Chargeback Capital Call,-133565.0
LOTUS II,2021-09-12,Stowy Family,Chargeback Capital Call,-76288.0
LOTUS II,2021-09-12,Jobs Capital,Chargeback Capital Call,-19060.0
LOTUS II,2021-09-12,Gibraltar Investments,Chargeback Capital Call,-68674.0
LOTUS II,2021-09-12,Oak Family,Estimated NAV,4341544.592
LOTUS II,2021-09-12,Sapir LLC,Estimated NAV,743808.7426
LOTUS II,2021-09-12,Gibraltar Investments,Estimated NAV,4462852.4556
LOTUS II,2021-09-12,Gates Invest,Estimated NAV,8679896.8718
LOTUS II,2021-09-12,Oak Family,Chargeback Capital Call,-66808.0
LOTUS II,2021-09-12,Overwatch LLC,Chargeback Capital Call,-47699.0
LOTUS II,2021-09-12,Stowy Family,Estimated NAV,4957660.8466
LOTUS II,2021-09-12,MSD,Estimated NAV,494808.391
LOTUS II,2021-09-12,Gates Capital,Estimated NAV,1238617.1336
LOTUS II,2021-09-26,Stowy Family,Estimated NAV,5617264.2071
